project_title,project_url,university_name,supervisors_info,applications_info
PhD Research Project: NIHR Leeds BRC: Force sensing mechanisms of haemostasis in heart failure and diabetes at University of Leeds,/phds/project/nihr-leeds-brc-force-sensing-mechanisms-of-haemostasis-in-heart-failure-and-diabetes/?p164713,University of Leeds,"Supervisors: Dr R Ariens, Prof D J Beech, Dr E Levelt",Open Day(s)
PhD Research Project: NIHR Leeds BRC: Studying AMR niches on individual human microbiomes using novel gut model technologies at University of Leeds,/phds/project/nihr-leeds-brc-studying-amr-niches-on-individual-human-microbiomes-using-novel-gut-model-technologies/?p164712,University of Leeds,"Supervisors: Prof N Kapur, Dr P Culmer, Dr I Moura, Prof M Wilcox",Open Day(s)
PhD Research Project: NIHR Leeds BRC: Exploring the impact of 'hidden' antibiotic resistance at University of Leeds,/phds/project/nihr-leeds-brc-exploring-the-impact-of-hidden-antibiotic-resistance/?p164711,University of Leeds,"Supervisors: Prof A O'Neill, Dr K Davies, Dr J Sandoe",Open Day(s)
PhD Research Project: Development of Novel Miniaturized Device Technologies for Point-of-Need Diagnostics at University of Birmingham,/phds/project/development-of-novel-miniaturized-device-technologies-for-point-of-need-diagnostics/?p164710,University of Birmingham,Supervisor: Prof P Goldberg Oppenheimer,31 January 2024
PhD Research Project: ‘De-Stressing the brain’: Understanding the impact of nutrition on cognitive and cerebral function during episodes of mental stress at University of Birmingham,/phds/project/de-stressing-the-brain-understanding-the-impact-of-nutrition-on-cognitive-and-cerebral-function-during-episodes-of-mental-stress/?p164709,University of Birmingham,"Supervisors: Dr C Rendeiro, Prof S Higgs, Dr J Veldhuijzen van Zanten, Dr R Horniblow, Dr G B Bale",4 January 2024
PhD Research Project: New tools for structural biology: Native ambient mass spectrometry at University of Birmingham,/phds/project/new-tools-for-structural-biology-native-ambient-mass-spectrometry/?p164708,University of Birmingham,Supervisor: Prof H J Cooper,4 January 2024
PhD Research Project: Defining the molecular mechanisms preventing central nervous system axon regeneration after trauma at University of Birmingham,/phds/project/defining-the-molecular-mechanisms-preventing-central-nervous-system-axon-regeneration-after-trauma/?p164707,University of Birmingham,Supervisor: Dr Z Ahmed,Year round applications
PhD Research Project: Dynamic cell and tissue responses to damage: the molecular mechanisms of tissue repair and inflammation at University of Bristol,/phds/project/dynamic-cell-and-tissue-responses-to-damage-the-molecular-mechanisms-of-tissue-repair-and-inflammation/?p164706,University of Bristol,Supervisor: Dr H Weavers,26 January 2024
PhD Research Project: Exploring the limits of adverse effects of misinformation on memory at University of Portsmouth,/phds/project/exploring-the-limits-of-adverse-effects-of-misinformation-on-memory/?p153886,University of Portsmouth,"Supervisors: Dr H Blank, Dr A Harvey, Dr S Juncu",4 January 2024
"PhD Research Project: Using human behaviour change theory to develop educational programmes promoting the conservation of critically endangered crested macaques (Macaca nigra) in North Sulawesi, Indonesia at University of Portsmouth",/phds/project/using-human-behaviour-change-theory-to-develop-educational-programmes-promoting-the-conservation-of-critically-endangered-crested-macaques-macaca-nigra-in-north-sulawesi-indonesia/?p164705,University of Portsmouth,"Supervisors: Dr J Micheletta, Dr L Proops, Dr C Bowyer",19 January 2024
PhD Research Project: Advanced digital signal processing for condition monitoring for rotative  electrical machines at Edinburgh Napier University,/phds/project/advanced-digital-signal-processing-for-condition-monitoring-for-rotative-electrical-machines/?p164704,Edinburgh Napier University,"Supervisors: Dr FVS Vedreno Santos,, Mr SP Papadopoulos",3 December 2023
PhD Research Project: Modelling and adaptive robust control of an unmanned electric  Underactuated bicycle at Edinburgh Napier University,/phds/project/modelling-and-adaptive-robust-control-of-an-unmanned-electric-underactuated-bicycle/?p164703,Edinburgh Napier University,"Supervisors: Prof H Yu, Dr YZ Zhou, Dr K Goh",3 December 2023
PhD Research Project: Utilisation of Machine Learning for Intrusion Detection in IoT Networks at Edinburgh Napier University,/phds/project/utilisation-of-machine-learning-for-intrusion-detection-in-iot-networks/?p164702,Edinburgh Napier University,"Supervisors: Dr CTT Thomson, Dr IW Wadhaj",3 December 2023
"PhD Research Project: Data-driven measuring, modelling and predicting the hole in the Earth’s magnetic field at University of Leeds",/phds/project/data-driven-measuring-modelling-and-predicting-the-hole-in-the-earth-s-magnetic-field/?p164701,University of Leeds,Supervisor: Dr P Livermore,Open Day(s)
PhD Research Project: Identification of Security Flaws in Software Defined Networks at Edinburgh Napier University,/phds/project/identification-of-security-flaws-in-software-defined-networks/?p164700,Edinburgh Napier University,"Supervisors: Dr CTT Thomson, Dr IW Wadhaj",3 December 2023
PhD Research Project: Innovating IoT Security Through Quantum Metamaterials and Artificial  Intelligence at Edinburgh Napier University,/phds/project/innovating-iot-security-through-quantum-metamaterials-and-artificial-intelligence/?p164699,Edinburgh Napier University,"Supervisors: Dr LL La Spada, Prof B Buchanan",3 December 2023
PhD Research Project: AI-Driven Discovery of Genetic Markers in Developmental Disorders at Edinburgh Napier University,/phds/project/ai-driven-discovery-of-genetic-markers-in-developmental-disorders/?p164698,Edinburgh Napier University,Supervisor: Dr LL La Spada,3 December 2023
PhD Research Project: Advanced Drone Technology for Precision Operations at Edinburgh Napier University,/phds/project/advanced-drone-technology-for-precision-operations/?p164697,Edinburgh Napier University,"Supervisors: Dr LL La Spada, Dr BD Davison",3 December 2023
PhD Research Project: Design and Development of Green miniaturized wearable Balanced  Antenna Arrays for Internet of Things Applications at Edinburgh Napier University,/phds/project/design-and-development-of-green-miniaturized-wearable-balanced-antenna-arrays-for-internet-of-things-applications/?p164696,Edinburgh Napier University,"Supervisors: Dr C H See, Dr NOP Ojaroudi Parchin",3 December 2023
PhD Research Project: Investigating Quantum Machine Learning for Cyber Security at Edinburgh Napier University,/phds/project/investigating-quantum-machine-learning-for-cyber-security/?p164695,Edinburgh Napier University,Supervisor: Dr ML Lemoudden,3 December 2023
PhD Research Project: Data-driven generative AI for sensor fault prediction in distributed  networks at Edinburgh Napier University,/phds/project/data-driven-generative-ai-for-sensor-fault-prediction-in-distributed-networks/?p164694,Edinburgh Napier University,"Supervisors: Dr SUJ Ullah Jan, Prof B Buchanan",3 December 2023
PhD Research Project: Adversarial machine learning for intrusion detection system at Edinburgh Napier University,/phds/project/adversarial-machine-learning-for-intrusion-detection-system/?p164693,Edinburgh Napier University,"Supervisors: Dr SUJ Ullah Jan, Prof B Buchanan",3 December 2023
PhD Research Project: Earthquake and tsunami hazard from outer rise faults at University of Leeds,/phds/project/earthquake-and-tsunami-hazard-from-outer-rise-faults/?p164692,University of Leeds,Supervisor: Dr T Craig,Open Day(s)
PhD Research Project: EPSRC DTP PhD project: Manipulating the Electronic Properties of Graphene with Ionic Liquids at University of Bath,/phds/project/epsrc-dtp-phd-project-manipulating-the-electronic-properties-of-graphene-with-ionic-liquids/?p164691,University of Bath,"Supervisors: Dr S Dale, Dr M Mucha-Kruczynski",23 January 2024
PhD Research Project: The anatomy of an interglacial: interrogating the timing of Earth system responses to polar warming at University of Leeds,/phds/project/the-anatomy-of-an-interglacial-interrogating-the-timing-of-earth-system-responses-to-polar-warming/?p164690,University of Leeds,"Supervisors: Dr N Barlow, Dr AM McGuire",Open Day(s)
PhD Research Project: Data driven insight into the relationship between pain and frailty at University of Edinburgh,/phds/project/data-driven-insight-into-the-relationship-between-pain-and-frailty/?p164689,University of Edinburgh,"Supervisors: Dr M Luciano, Dr C Torsney, Dr L Stirland",30 January 2024
PhD Research Project: EPSRC DTP PhD project: Cyclic H2 Storage in Chemical Bonds using (De)hydrogenation Catalysis at University of Bath,/phds/project/epsrc-dtp-phd-project-cyclic-h2-storage-in-chemical-bonds-using-de-hydrogenation-catalysis/?p164688,University of Bath,Supervisor: Dr S Freakley,23 January 2024
PhD Research Project: Co-Design of Smart and Data-Driven Health Monitoring Furniture for Care Applications at University of Edinburgh,/phds/project/co-design-of-smart-and-data-driven-health-monitoring-furniture-for-care-applications/?p164687,University of Edinburgh,"Supervisors: Prof T Arslan, Prof S Kettley, Dr A Anand",30 January 2024
"PhD Research Project: Exploring the nexus of career choices, employment disruption, and professional identity crisis among disabled individuals (Ref: RDF24/BL/LHRM/DOAN) at Northumbria University",/phds/project/exploring-the-nexus-of-career-choices-employment-disruption-and-professional-identity-crisis-among-disabled-individuals-ref-rdf24-bl-lhrm-doan/?p164686,Northumbria University,"Supervisors: Dr T Doan, Prof S Teo",26 January 2024
"PhD Research Project: Champagne: a place and a wine, through time (Ref: RDF24/BL/LHRM/BOWDEN) at Northumbria University",/phds/project/champagne-a-place-and-a-wine-through-time-ref-rdf24-bl-lhrm-bowden/?p164685,Northumbria University,"Supervisors: Dr A Bowden, Prof J Wilson, Prof D Jones",26 January 2024
PhD Research Project: Resource-efficient technologies to remove emerging contaminants from water and wastewater at University of Edinburgh,/phds/project/resource-efficient-technologies-to-remove-emerging-contaminants-from-water-and-wastewater/?p164684,University of Edinburgh,Supervisor: Dr E Chatzisymeon,10 January 2024
PhD Research Project: Inference for rectangular random matrices with biomedical applications at The University of Manchester,/phds/project/inference-for-rectangular-random-matrices-with-biomedical-applications/?p161564,The University of Manchester,Supervisor: Dr M Bhattacharjee,15 January 2024
PhD Research Project: How do marginalised women and girls inform sustainable public services through new forms of decentralised decision making to ensure green goals are met? (Ref: RDF24/BL/LHRM/JOHNSTON) at Northumbria University,/phds/project/how-do-marginalised-women-and-girls-inform-sustainable-public-services-through-new-forms-of-decentralised-decision-making-to-ensure-green-goals-are-met-ref-rdf24-bl-lhrm-johnston/?p164683,Northumbria University,"Supervisors: Dr L Johnston, Dr A Memon",26 January 2024
PhD Research Project: Indigenous tracers for assessing karstic flow and risks to water quality in Chalk catchments at University of Leeds,/phds/project/indigenous-tracers-for-assessing-karstic-flow-and-risks-to-water-quality-in-chalk-catchments/?p164682,University of Leeds,Supervisor: Prof SHB Bottrell,Open Day(s)
PhD Research Project: An experimental study of transitional laminar boundary layers developing over spanwise heterogeneous surfaces at The University of Manchester,/phds/project/an-experimental-study-of-transitional-laminar-boundary-layers-developing-over-spanwise-heterogeneous-surfaces/?p164681,The University of Manchester,Supervisor: Dr S Zhong,19 December 2023
PhD Research Project: Career development of ethnic minority professional staff at UK universities: Exploring barriers and opportunities (Ref: RDF24/BL/LHRM/BARANCHENKO) at Northumbria University,/phds/project/career-development-of-ethnic-minority-professional-staff-at-uk-universities-exploring-barriers-and-opportunities-ref-rdf24-bl-lhrm-baranchenko/?p164680,Northumbria University,"Supervisors: Dr Y Baranchenko, Dr S Seraj",26 January 2024
4 Year PhD Programme: The Wheeler History of Travel Writing PhD Scholarship at University of Warwick,/phds/program/the-wheeler-history-of-travel-writing-phd-scholarship/?i369p6302,,N/A,Funded PhD Programme (Students Worldwide)
"PhD Research Project: The Molecular Blueprint for Marine Biomineralization in a Changing Climate: Investigation of the molecular biology of calcification in the crucial marine calcifiers, foraminifera. at University of Stirling",/phds/project/the-molecular-blueprint-for-marine-biomineralization-in-a-changing-climate-investigation-of-the-molecular-biology-of-calcification-in-the-crucial-marine-calcifiers-foraminifera/?p164679,University of Stirling,"Supervisors: Dr C Bird, Dr A Poulton, Dr K Darling, Dr A Skeffington",8 December 2023
